Sentences,Logic-words
"After the first month, however, the traffic along the Interstate Highway has not improved.","['however', 'after']"
"A recent study found that snoring, though not common in either group, is more common among smokers than among nonsmokers.",['though']
"A research study revealed that, in most cases, once existing highways near urban areas are widened and extended in an attempt to reduce traffic congestion and resulting delays for motorists, these problems actually increase rather than decrease.","['rather', 'once', 'and']"
Production manager: The building materials that we produce meet industry safety codes but pose some safety risk.,['but']
"Since we have recently developed the technology to make a safer version of our product, we should stop producing our current product and sell only the safer version in order to protect public safety.","['and', 'since']"
"Sales manager: If we stop selling our current product, we will have no money to develop and promote the safer product.",['and']
"Marife: That was a bad movie because, by not providing viewers with all the information necessary for solving the murder, it violated a requirement of murder mysteries.",['because']
Nguyen: But the filmmaker wanted viewers to focus on the complex relationship between the chief detective and her assistant.,"['but', 'and']"
"The murder just provided the context in which the relationship developed, and should not be taken as a defining characteristic of the film.","['as', 'and']"
"When investigators discovered that the director of a local charity had repeatedly overstated the number of people his charity had helped, the director accepted responsibility for the deception.",['when']
"However, the investigators claimed that journalists were as much to blame as the director was for inflating the charity' s reputation, since they had naively accepted what the director told them, and simply reported as fact the numbers he gave them.","['however', 'as', 'and', 'since']"
