Sentences,Logic-words
"He was starting to look the part before he was sidelined, but you have to feel if Chelsea had a Ruud van Nistelrooy they would be even more of a safe bet for the title.","['but', 'before']"
Chelsea also have all the tools to go far in the Champions League.,['also']
"I felt they would never have a better chance than last season, but they have swept all before them in Europe so far this season.","['but', 'so', 'before']"
"It will now be very interesting to see how Mourinho prioritises things, but his life will be made easier by the size of Chelseas squad.",['but']
"I have said I believed Chelsea would win the league this season, even when Arsenal were flying at the start, and I have seen nothing to make me change me mind.","['when', 'and']"
"And Chelsea would have taken encouragement from Arsenals rocky defensive display at Spurs, even though they ran out 5,4 winners.","['though', 'and']"
"In a three,against,three training match, if the score reaches 5,4 I send the players back to the dressing rooms as they are not defending properly.",['as']
So to get a result like that in a game of 11 against 11 is disgraceful,['so']
"Much criticism has been aimed at Pascal Cygan, but I believe the problem lies with the absence of Campbell and its overall effect on Arsenals defence.","['but', 'and', 'overall']"
"When you start conceding goals, you suddenly get a chill in the bones every time the ball comes into the penalty area.",['when']
"You think oh no , then find your worst fears confirmed.",['then']
"Arsenal need to reverse the process, with or without Campbell, and get some clean sheets on the board.","['and', 'or']"
But the return of Campbell is key.,['but']
"He solidifies the unit, has pace and is powerful in the air and on the deck.",['and']
He is vastly experienced and has a calming influence on all around him.,['and']
Campbell pulls it all together at the back and gets the defence playing as a unit.,"['as', 'and']"
"Chelsea have no such problems at present, which is why I would still place my money on them to edge out Arsenal as champions this season.","['as', 'still']"
"The win for Hearts means they will play Asante Kotoko in the two,leg final, after the Kumasi team qualified from Group A on Saturday.",['after']
Hearts of Oak started the game needing a win to qualify for the final while Cotonsport only needed to avoid defeat to go through.,['while']
Louis Agyemang scored the first two goals for Hearts either side of half time before Ben Don Bortey scored the third.,['before']
Hearts looked set for a comfortable win but Cotonsport staged a late fight back scoring twice late on.,['but']
First of all Boukar Makaji scored in the 89th minute and then 3 minutes into injury time at the end of the game Andre Nzame III was on target.,"['then', 'and']"
But it was too little too late for the Cameroonians and Hearts held on to win the game and a place in the final.,"['but', 'and']"
"The first leg of the final will be played in Accra on the weekend of 27,28 November and the second leg two weeks later on the 11 December in Kumasi.","['and', 'later']"
In the other Group B game Cameroons Sable Batie took the lead in the 35th minute through Kemadjou before Santos equalised on the hour mark thanks to Thokozani Xaba .,['before']
Bernard Ngom put Sable ahead just five minutes later and then Ernest Nfor settled the game on 68 minutes.,"['then', 'and', 'later']"
"Curbishley delight for Johansson  Charlton manager Alan Curbishley paid tribute to two,goal striker Jonatan Johansson after beating Norwich.",['after']
"Curbishley said after the 4,0 win: There was talk about Norwich being interested in the summer but I have a lot of faith in Jonatan.","['but', 'after']"
When there was talk of other clubs I just told him he was going nowhere.,['when']
Hes part of our squad and he got us a couple of important goals early on.,['and']
"Im sure hes happy here, but I was delighted with all the players.",['but']
"Curbishley was subjected to criticism from Charlton fans recently, and he said: The thing about this club is that we have got where we are by all pulling in the same direction.",['and']
Thats happened for however long Ive been here and we dont want people taking sides,"['however', 'and']"
"Lennon brands Rangers favourites  Celtics Neil Lennon admits Rangers could be considered slight favourites for the Old Firm CIS Cup clash, but insists his side can still win.","['but', 'still']"
"Lennon concedes Rangers are in good form at the moment, but they have failed to beat Celtic in their last seven meetings.",['but']
Rangers are on the up and have been on a good run in recent weeks,['and']
But its a game we believe were capable of winning if we play our best,['but']
All the boys are looking forward to it because they are brilliant games to be involved in.,['because']
"Without playing at the top of our game, we have still been winning matches.",['still']
"At the minute, we are at the top of the league and still in with a chance of staying in Europe, so I dont think it is the crisis people have been trying to make out.","['still', 'and', 'so']"
