,sentence1,sentence2,label
2295,"If Alan is boring, then Alan is not funny.","If it is boring, then it will be Alan. ",0
2296,"If Alan is not boring, then the dog is slow.","If it is boring, then it will be not Alan.",1
2297,"If Alan is not boring, then the dog is slow.","If it is not boring, then it will be Alan. ",0
2298,"If Alan is tired, then the bald eagle is not smart.","If it is not tired, then it will be not Alan.",1
2299,"If Alan is tired, then the bald eagle is not smart.","If it is Alan, then it will be not tired. ",0
2300,"If Alan is not tired, then the mouse is not kind.","If it is tired, then it will be not Alan.",1
2301,"If Alan is not tired, then the mouse is not kind.","If it is not tired, then it will be Alan. ",0
2302,"If Alan is reckless, then Harry is slow.","If it is not reckless, then it will be not Alan.",1
2303,"If Alan is reckless, then Harry is slow.","If it is Alan, then it will be not reckless. ",0
2304,"If Alan is not reckless, then the bear is not wealthy.","If it is reckless, then it will be not Alan.",1
2305,"If Alan is not reckless, then the bear is not wealthy.","If it is not reckless, then it will be Alan. ",0
2306,"If Alan is furry, then Bob is powerful.","If it is not furry, then it will be not Alan.",1
2307,"If Alan is furry, then Bob is powerful.","If it is furry, then it will be Alan. ",0
2308,"If Alan is not furry, then the lion is not small.","If it is furry, then it will be not Alan.",1
2309,"If Alan is not furry, then the lion is not small.","If it is not Alan, then it will be not furry. ",0
2310,"If Alan is small, then Harry is slow.","If it is not small, then it will be not Alan.",1
2311,"If Alan is small, then Harry is slow.","If it is small, then it will be Alan. ",0
2312,"If Alan is not small, then the bald eagle is lazy.","If it is small, then it will be not Alan.",1
2313,"If Alan is not small, then the bald eagle is lazy.","If it is not small, then it will be Alan. ",0
2314,"If Alan is not cute, then the dog is horrible.","If it is cute, then it will be not Alan.",1
2315,"If Alan is not cute, then the dog is horrible.","If it is Alan, then it will be cute. ",0
2316,"If Alan is lovely, then the leopard is not high.","If it is not lovely, then it will be not Alan.",1
2317,"If Alan is lovely, then the leopard is not high.","If it is not Alan, then it will be lovely. ",0
2318,"If Alan is beautiful, then the snake is powerful.","If it is not beautiful, then it will be not Alan.",1
2319,"If Alan is beautiful, then the snake is powerful.","If it is beautiful, then it will be Alan. ",0
2320,"If Alan is not beautiful, then Anne is quiet.","If it is beautiful, then it will be not Alan.",1
2321,"If Alan is not beautiful, then Anne is quiet.","If it is not Alan, then it will be not beautiful. ",0
2322,"If Alan is funny, then the bald eagle is not huge.","If it is not funny, then it will be not Alan.",1
2323,"If Alan is funny, then the bald eagle is not huge.","If it is not Alan, then it will be funny. ",0
2324,"If Alan is not funny, then the snake is not poor.","If it is funny, then it will be not Alan.",1
2325,"If Alan is not funny, then the snake is not poor.","If it is not Alan, then it will be not funny. ",0
2326,"If Alan is not big, then Anne is bad.","If it is big, then it will be not Alan.",1
2327,"If Alan is not big, then Anne is bad.",,0
2328,"If Alan is strong, then Charlie is not reckless.","If it is not strong, then it will be not Alan.",1
2329,"If Alan is strong, then Charlie is not reckless.",,0
2330,"If Alan is not strong, then the crocodile is little.","If it is strong, then it will be not Alan.",1
2331,"If Alan is not strong, then the crocodile is little.","If it is not strong, then it will be Alan. ",0
2332,"If Alan is awful, then Charlie is not strong.","If it is not awful, then it will be not Alan.",1
2333,"If Alan is awful, then Charlie is not strong.","If it is not Alan, then it will be awful. ",0
2334,"If Alan is not awful, then Harry is dull.","If it is awful, then it will be not Alan.",1
2335,"If Alan is not awful, then Harry is dull.","If it is not awful, then it will be Alan. ",0
2336,"If Alan is fierce, then Erin is kind.","If it is not fierce, then it will be not Alan.",1
2337,"If Alan is fierce, then Erin is kind.",,0
2338,"If Alan is not fierce, then the bald eagle is big.","If it is fierce, then it will be not Alan.",1
2339,"If Alan is not fierce, then the bald eagle is big.","If it is not fierce, then it will be Alan. ",0
2340,"If Alan is heavy, then the bald eagle is not tiny.","If it is not heavy, then it will be not Alan.",1
2341,"If Alan is heavy, then the bald eagle is not tiny.",,0
2342,"If Alan is horrible, then the tiger is quiet.","If it is not horrible, then it will be not Alan.",1
2343,"If Alan is horrible, then the tiger is quiet.",,0
2344,"If Alan is not horrible, then the crocodile is small.","If it is horrible, then it will be not Alan.",1
2345,"If Alan is not horrible, then the crocodile is small.","If it is Alan, then it will be horrible. ",0
2346,"If Alan is powerful, then Fiona is not round.","If it is not powerful, then it will be not Alan.",1
2347,"If Alan is powerful, then Fiona is not round.","If it is not Alan, then it will be powerful. ",0
2348,"If Alan is not powerful, then the rabbit is big.","If it is powerful, then it will be not Alan.",1
2349,"If Alan is not powerful, then the rabbit is big.","If it is not powerful, then it will be Alan. ",0
2350,"If Alan is angry, then the bear is not lovely.","If it is not angry, then it will be not Alan.",1
2351,"If Alan is angry, then the bear is not lovely.","If it is angry, then it will be Alan. ",0
2352,"If Alan is not angry, then the dog is not huge.","If it is angry, then it will be not Alan.",1
2353,"If Alan is not angry, then the dog is not huge.","If it is not angry, then it will be Alan. ",0
2354,"If Alan is high, then the rabbit is strong.","If it is not high, then it will be not Alan.",1
2355,"If Alan is high, then the rabbit is strong.","If it is high, then it will be Alan. ",0
2356,"If Alan is not high, then Gary is not round.","If it is high, then it will be not Alan.",1
2357,"If Alan is not high, then Gary is not round.",,0
2358,"If Alan is huge, then the dinosaur is not powerful.","If it is not huge, then it will be not Alan.",1
2359,"If Alan is huge, then the dinosaur is not powerful.","If it is huge, then it will be Alan. ",0
2360,"If Alan is short, then Erin is not reckless.","If it is not short, then it will be not Alan.",1
2361,"If Alan is short, then Erin is not reckless.",,0
2362,"If Alan is not short, then the tiger is awful.","If it is short, then it will be not Alan.",1
2363,"If Alan is not short, then the tiger is awful.","If it is Alan, then it will be short. ",0
2364,"If Alan is thin, then the wolf is not boring.","If it is not thin, then it will be not Alan.",1
2365,"If Alan is thin, then the wolf is not boring.","If it is thin, then it will be Alan. ",0
2366,"If Alan is not thin, then the bald eagle is strong.","If it is thin, then it will be not Alan.",1
2367,"If Alan is not thin, then the bald eagle is strong.","If it is not thin, then it will be Alan. ",0
2368,"If Alan is little, then the cat is huge.","If it is, then it will be not Alan.",1
2369,"If Alan is little, then the cat is huge.","If it is not , then it will be Alan. ",0
2370,"If Alan is not little, then the leopard is not powerful.","If it is little, then it will be not Alan.",1
2371,"If Alan is not little, then the leopard is not powerful.","If it is not little, then it will be Alan. ",0
2372,"If Alan is tiny, then Dave is not dull.","If it is not tiny, then it will be not Alan.",1
2373,"If Alan is tiny, then Dave is not dull.","If it is not Alan, then it will be tiny. ",0
2374,"If Alan is wealthy, then the rabbit is not angry.","If it is not wealthy, then it will be not Alan.",1
2375,"If Alan is wealthy, then the rabbit is not angry.","If it is wealthy, then it will be Alan. ",0
2376,"If Alan is not wealthy, then Gary is reckless.","If it is wealthy, then it will be not Alan.",1
2377,"If Alan is not wealthy, then Gary is reckless.","If it is not wealthy, then it will be Alan. ",0
2378,"If Alan is poor, then the bald eagle is not wealthy.","If it is not poor, then it will be not Alan.",1
2379,"If Alan is poor, then the bald eagle is not wealthy.","If it is not Alan, then it will be poor. ",0
2380,"If Alan is not poor, then the leopard is powerful.","If it is poor, then it will be not Alan.",1
2381,"If Alan is not poor, then the leopard is powerful.","If it is not poor, then it will be Alan. ",0
2382,"If Alan is dull, then the bear is not little.","If it is not dull, then it will be not Alan.",1
2383,"If Alan is dull, then the bear is not little.","If it is dull, then it will be Alan. ",0
2384,"If Alan is not dull, then Dave is thin.","If it is dull, then it will be not Alan.",1
2385,"If Alan is not dull, then Dave is thin.","If it is not dull, then it will be Alan. ",0
2386,"If Alan is rough, then Charlie is dull.","If it is not rough, then it will be not Alan.",1
2387,"If Alan is rough, then Charlie is dull.","If it is not Alan, then it will be rough. ",0
2388,"If Alan is not rough, then the squirrel is not tiny.","If it is rough, then it will be not Alan.",1
2389,"If Alan is not rough, then the squirrel is not tiny.","If it is not Alan, then it will be not rough. ",0
2390,"If Alan is bad, then the snake is not poor.","If it is not bad, then it will be not Alan.",1
2391,"If Alan is bad, then the snake is not poor.","If it is not Alan, then it will be bad. ",0
2392,"If Alan is not bad, then the bald eagle is lovely.","If it is bad, then it will be not Alan.",1
2393,"If Alan is not bad, then the bald eagle is lovely.","If it is not bad, then it will be Alan. ",0
2394,"If Alan is sad, then Gary is not heavy.","If it is not sad, then it will be not Alan.",1
2395,"If Alan is sad, then Gary is not heavy.","If it is Alan, then it will be not sad. ",0
2396,"If Alan is not sad, then the rabbit is angry.","If it is sad, then it will be not Alan.",1
2397,"If Alan is not sad, then the rabbit is angry.",,0
2398,"If Bob is kind, then Bob is not strong.","If it is not kind, then it will be not Bob.",1
2399,"If Bob is kind, then Bob is not strong.","If it is kind, then it will be Bob. ",0
2400,"If Bob is not kind, then Harry is not furry.","If it is kind, then it will be not Bob.",1
2401,"If Bob is not kind, then Harry is not furry.","If it is Bob, then it will be kind. ",0
2402,"If Bob is quiet, then Alan is not beautiful.","If it is not quiet, then it will be not Bob.",1
2403,"If Bob is quiet, then Alan is not beautiful.",,0
2404,"If Bob is not quiet, then the dinosaur is not huge.","If it is quiet, then it will be not Bob.",1
2405,"If Bob is not quiet, then the dinosaur is not huge.","If it is Bob, then it will be quiet. ",0
2406,"If Bob is round, then the cat is sad.","If it is not round, then it will be not Bob.",1
2407,"If Bob is round, then the cat is sad.","If it is Bob, then it will be not round. ",0
2408,"If Bob is not round, then the cat is sad.","If it is round, then it will be not Bob.",1
2409,"If Bob is not round, then the cat is sad.","If it is Bob, then it will be round. ",0
2410,"If Bob is nice, then the cat is not heavy.","If it is not nice, then it will be not Bob.",1
