sentence1,sentence2,label
Fiona is not sad and Anne is not smart.,"Fiona isn't sad, and Anne is smart.",0
the crocodile is sad or the crocodile is clever.,Crocodiles are sad or inept.,0
Harry is cute or Dave is not lazy.,Harry is cute or Dave is lazy.,0
"If the dinosaur is slow, then Fiona is furry.","If Fiona wasn't furry, dinosaurs wouldn't be slow.",1
"If the rabbit is not boring, then the wolf is not cute.","If the Wolf was cute, the bunny would be bored.",1
the bear is not fierce or the wolf is not high.,"If bears are fierce, the wolves won't be high.",1
"If Erin is quiet, then Fiona is not poor.",Erin isn't quiet or Fiona is poor.,0
the dinosaur is not awful and the leopard is boring.,The dinosaurs weren't awful and the leopards weren't boring.,0
"If the rabbit is not cute, then the rabbit is not wealthy.","If the bunny was wealthy, he would be cute.",1
the rabbit is not rough and the snake is not quiet.,The snake was quiet and the bunny wasn't rough.,1
"If Erin is strong, then the dog is not boring.",Erin isn't strong or the dog is boring.,0
the snake is funny and the dinosaur is not reckless.,The snake is funny and the dinosaur is reckless.,0
"If the snake is round, then the crocodile is not lazy.",The crocodile isn't lazy if the snake isn't round.,0
the dog is not furry and the leopard is cute.,The leopard is cute and the dog isn't furry.,1
"If the snake is huge, then the tiger is not clever.",The snake isn't huge or the tiger isn't clever.,1
"If the crocodile is not sleepy, then the mouse is funny.",Crocodiles aren't sleepy or mice are funny.,0
"If the cat is not round, then the cat is not angry.",'Round or not angry at the cats.,1
"If the bald eagle is poor, then the lion is furry.","If the bald eagle wasn't poor, the lion would be furry.",0
"If the bald eagle is not strong, then Dave is not dull.","If Dave is dull, a bald eagle is strong.",1
Fiona is lovely or the bald eagle is beautiful.,"Fiona is lovely, or the bald eagle isn't beautiful.",0
"If the wolf is short, then Fiona is not short.","Not a wolf, not Fiona.",1
the mouse is nice or the dog is high.,"If the mouse wasn't nice, the dog would be high.",1
Erin is smart or Alan is not powerful.,Alan isn't powerful if Erin isn't smart.,1
the snake is not nice and the wolf is not smart.,The snake isn't nice and the wolf is smart.,0
Alan is fierce. or the crocodile is not strong,Alan is fierce or a crocodile strong.,0
Harry is heavy. or the snake is not small,The snake isn't small unless Harry is heavy.,1
"If Harry is not funny, then Dave is awful.","If Harry was funny, Dave would have been awful.",0
the crocodile is bad or Harry is not rough.,Crocodiles are bad or Harry rough.,0
"If Gary is not beautiful, then the leopard is fierce.",Gary would be beautiful without a fierce leopard.,1
"If Charlie is not little, then the bald eagle is not kind.","If Charlie was little, he wouldn't be a kind bald eagle.",0
the wolf is high or the snake is furry.,"If the wolf wasn't high, the snake would be furry.",1
the bear is kind or the dinosaur is not slow.,"If bears aren't kind, dinosaurs won't be slow.",1
"If the bald eagle is not bad, then the lion is round.","If the bald eagle was bad, the lion would have been round.",0
the cat is bad. or the wolf is not lovely,"If the cat wasn't bad, the wolf wouldn't be lovely.",1
Anne is not awful and the rabbit is fierce.,"Anne isn't awful, and the rabbits aren't fierce.",0
the dog is lazy or the bald eagle is heavy.,"If the dog isn't lazy, the bald eagle is heavy.",1
"If the dinosaur is rough, then the dinosaur is smart.",The dinosaurs aren't rough or smart.,1
the cat is not poor and the bald eagle is sad.,"The bald eagle is sad, and the cat is poor.",1
Harry is beautiful.,Harry is ugly.,0
the dinosaur is awful or the crocodile is powerful.,The dinosaurs are awful or the crocodiles aren't powerful.,0
the mouse is cute and the dog is poor.,"Poor dog, cute mouse.",1
"If Alan is not high, then Bob is sad.",Alan would be high if Bob wasn't sad.,1
the cat is not funny or the dog is not thin.,The cat is funny or the dog isn't thin.,0
the crocodile is cute or the dog is strong.,"If a crocodile isn't cute, the dog is strong.",1
the tiger is sleepy. or the snake is not big,"If the tiger wasn't sleepy, the snake wouldn't be big.",1
the dinosaur is small. or the dinosaur is not slow,The dinosaurs are small or slow.,0
Gary is not sad and the dinosaur is awful.,The dinosaurs were awful and Gary wasn't sad.,1
"If the rabbit is not round, then Bob is sad.",The rabbit isn't round or Bob is sad.,0
Harry is tired. or the tiger is not dull,Harry is tired or the Tiger dull.,0
"If the bear is kind, then Bob is nice.",Not bear kind or Bob nice.,1
"If the rabbit is lazy, then Charlie is not slow.","If Charlie is slow, the bunny isn't lazy.",1
Fiona is angry and the tiger is clever.,"Fiona was angry, the Tiger was not clever.",0
"If the mouse is not powerful, then the leopard is not reckless.",The leopard is not reckless if the mouse is powerful.,0
"If Charlie is boring, then Bob is lovely.",Charlie is boring or Bob is lovely.,0
Anne is reckless and Harry is furry.,Anne was reckless and Harry wasn't furry.,0
"If Anne is not angry, then the dinosaur is tiny.","Not angry at Anne, or tiny dinosaurs.",0
"If Alan is cute, then the tiger is wealthy.",Alan isn't cute or the Tiger isn't wealthy.,0
"If Anne is rough, then Bob is rough.","No, Anne isn't rough, nor is Bob.",1
"If the bald eagle is furry, then the wolf is small.","Bald eagles aren't furry, or wolves small.",1
Anne is not big and the rabbit is not funny.,"Bunnies aren't funny, Anne isn't big.",1
the rabbit is not dull and the cat is not horrible.,Bunnies are dull and cats horrible.,0
the crocodile is powerful and Charlie is thin.,Charlie is thin and the crocodile is powerful.,1
"If the wolf is not heavy, then Dave is not strong.","If the Wolf is heavy, Dave isn't strong.",0
the crocodile is not clever and Anne is not quiet.,"Crocodiles aren't clever, Anne is quiet.",0
"If the dinosaur is not furry, then the dinosaur is tired.",'Furry' or 'tired' of dinosaurs.,1
Harry is big or the rabbit is not quiet.,"If Harry wasn't big, the rabbit wouldn't be quiet.",1
the crocodile is slow or Charlie is reckless.,The crocodiles are slow or Charlie is reckless.,0
"If Alan is nice, then Charlie is big.",Charlie would be big if Alan wasn't nice.,0
the leopard is sad and the bear is lazy.,The bear is lazy and the leopard is sad.,1
Dave is wealthy or the rabbit is not sad.,Dave is wealthy or the rabbit is sad.,0
"If Harry is not huge, then the crocodile is dull.","If the crocodiles weren't dull, Harry would have been huge.",1
"If Charlie is not heavy, then the cat is boring.",Charlie is heavy or the cats are boring.,1
the mouse is angry. or the squirrel is not reckless,Mouse anger or squirrel recklessness.,0
"If the squirrel is not awful, then Bob is quiet.","If Bob wasn't quiet, the squirrels would be awful.",1
"If Alan is small, then the bear is angry.",Alan is not small or the bear is angry then.,1
"If the bear is not little, then Fiona is not poor.",The bear is little or Fiona poor.,0
"If the snake is not bad, then the squirrel is not smart.","If the snake is bad, the squirrel isn't smart.",0
the snake is not clever and the tiger is slow.,"Tiger slow, snake not clever.",1
the bear is not poor or the rabbit is not dull.,Bears poor or rabbits dull.,0
the bear is beautiful.,The bear is ugly.,0
the mouse is funny or the cat is not round.,"If the mouse isn't funny, the cat won't round.",1
"If the leopard is sad, then Bob is not reckless.","If Bob was reckless, the leopard would not have been sad.",1
the mouse is slow. or the dog is not high,The mouse is slow or the dog is high.,0
Dave is dull and the rabbit is boring.,"Dave is dull, and the rabbit isn't boring.",0
"If the leopard is round, then the bald eagle is not boring.",The leopard isn't round or the bald eagle is boring.,0
"If Anne is poor, then the bald eagle is bad.",Anne isn't poor or a bad bald eagle.,1
Dave is not clever and Gary is dull.,"Dave isn't clever, Gary isn't dull.",0
"If the lion is tiny, then the lion is thin.",The lion is not tiny or thin.,1
"If the dog is little, then Anne is not short.",The dog isn't little or short of Anne.,1
Harry is thin and the rabbit is not boring.,Harry is thin and the rabbit is boring.,0
"If the lion is not cute, then Dave is not horrible.","If a lion was cute, Dave wouldn't have been horrible.",0
"If Dave is not quiet, then the dog is not beautiful.",The dog wouldn't be beautiful without Dave's quiet.,0
the bear is powerful and Gary is short.,Gary is short and the bear is powerful.,1
the dinosaur is cute or the leopard is poor.,"If dinosaurs aren't cute, the leopards are poor.",1
the tiger is short and the lion is tiny.,"Tigers are short, lions are not tiny.",0
the snake is cute and Fiona is not bad.,"Fiona isn't bad, and the snake is cute.",1
"If Gary is smart, then the wolf is small.","If Gary wasn't smart, the wolf would be small.",0
Gary is strong. or Alan is not big,Alan isn't big if Gary isn't strong.,1
the dog is sad or Gary is fierce.,If the dog isn't sad Gary will be fierce.,1
Gary is not wealthy or the snake is not small.,Gary is wealthy or the snake is small.,0
Dave is round. or the mouse is not little,"If Dave wasn't round, the mouse wouldn't be little.",1
"If Fiona is not sleepy, then the mouse is beautiful.","If Fiona was sleepy, the mouse would have been beautiful.",0
the bear is not wealthy and the tiger is slow.,"Bears aren't wealthy, tigers aren't slow.",0
"If the crocodile is angry, then Fiona is not funny.",Crocodile anger or Fiona not funny...,0
Anne is strong and the bear is tiny.,The bear is tiny and Anne is strong.,1
"If Gary is rough, then the squirrel is not tired.",Gary isn't rough or the squirrels aren't tired.,1
"If Erin is clever, then Alan is lovely.","Not clever, Alan, or lovely.",1
the tiger is dull or the tiger is not rough.,Tigers are dull or rough.,0
"If Gary is not high, then the dinosaur is not high.","If the dinosaurs were high, Gary would be high.",1
"If the wolf is not clever, then Anne is not little.","If Anne was little, the Wolf would have been clever.",1
"If Gary is not furry, then the rabbit is not heavy.",Gary is furry or bunny heavy.,1
"If Gary is not awful, then the leopard is not dull.",Gary is awful or the leopard is dull.,1
"If the wolf is lovely, then Harry is dull.",Harry would be dull if the wolf wasn't lovely.,0
"If Harry is not lazy, then the leopard is slow.",Harry is lazy if the leopard isn't slow.,1
"If Bob is rough, then the snake is not rough.","If it wasn't for Bob, the snake wouldn't have been rough.",0
Charlie is quiet and the snake is not short.,Charlie was quiet and the snake was short.,0
"If the leopard is not boring, then the squirrel is not reckless.","If the squirrels were reckless, the leopards would be bored.",1
"If Alan is not nice, then the snake is not huge.",Alan wasn't nice or the snake wasn't huge.,0
Anne is rough or the crocodile is fierce.,Anne was rough or the crocodile wasn't fierce.,0
"If the bald eagle is not thin, then the dinosaur is not fierce.",Blistering eagles are thin or dinosaurs aren't fierce.,1
the wolf is boring and the crocodile is strong.,"Wolfes are boring, crocodiles are weak.",0
the mouse is quiet or Dave is big.,"If the mouse wasn't quiet, Dave would have been big.",1
"If Fiona is little, then the bald eagle is sad.","If Fiona wasn't little, it would be a sad day for a bald eagle.",0
"If the lion is funny, then Bob is not high.",The lion isn't funny or Bob isn't high.,1
the tiger is awful or Fiona is not clever.,"If the Tiger wasn't awful, Fiona wouldn't have been clever.",1
Harry is not short and the wolf is not furry.,"Harry isn't short, and the wolves are furry.",0
the bear is thin and the cat is not tiny.,The bear is thin and the cat tiny.,0
Fiona is powerful or Erin is not boring.,Fiona is powerful or Erin is boring.,0
"If the mouse is not huge, then Alan is not rough.",The mouse is huge or Alan is rough.,1
"If the tiger is not angry, then Alan is not boring.",Tigers aren't angry or boring Alan.,0
"If Erin is not kind, then the dinosaur is not wealthy.","If Erin was kind, dinosaurs wouldn't be wealthy.",0
"If Charlie is powerful, then Charlie is angry.",No power or anger over Charlie.,1
the tiger is bad or the mouse is not short.,"If the tiger wasn't bad, the mouse wouldn't be short.",1
the squirrel is cute or the dinosaur is not huge.,"If the squirrel wasn't cute, dinosaurs wouldn't be huge.",1
the squirrel is little and the crocodile is not dull.,Crocodiles are dull and squirrels are little.,1
Alan is awful and the bear is not lazy.,Alan is awful and bears lazy.,0
Alan is dull or Erin is beautiful.,Alan is dull or Erin isn't beautiful.,0
Gary is dull or Charlie is reckless.,Gary is dull or Charlie isn't reckless.,0
Fiona is not powerful and the snake is not clever.,The snake isn't clever and Fiona isn't powerful.,1
Fiona is not rough and the cat is not heavy.,"Fiona isn't rough, the cat is heavy.",0
the leopard is not smart or the bald eagle is not wealthy.,"If the leopard is smart, the bald eagle isn't wealthy.",1
Gary is tired and the squirrel is little.,The squirrel is little and Gary is tired.,1
