sentence1,sentence2,label
"If the bald eagle is not dull, then the squirrel is not quiet.",Blistering bald eagles dull when squirrels are quiet.,1
Harry is not strong or the rabbit is not poor.,"If Harry is not strong, then the rabbit is not poor.",1
"If the lion is not reckless, then Dave is not bad.","If the Lion was reckless, Dave would not be bad.",0
the tiger is rough and Fiona is not slow.,The tiger was rough and Fiona was slow.,0
"If the leopard is bad, then Fiona is thin.",Bad leopard or Fiona thin.,1
the rabbit is dull and the lion is not poor.,The bunny is dull and the lion is poor.,0
"If the lion is lazy, then the dog is nice.",The Lion isn't lazy if the Dog isn't nice.,1
Alan is awful and Dave is slow.,Dave was slow and Alan was awful.,1
Charlie is not little and the squirrel is little.,Charlie is not little and the squirrel is not little.,0
Alan is kind or the lion is tired.,Alan was kind or the lion was tired.,0
"If Fiona is huge, then Gary is rough.","If Fiona wasn't huge, Gary would be rough.",0
"If Dave is not round, then the wolf is not funny.","If the Wolf is funny, Dave is round.",1
"If Anne is dull, then Harry is not dull.","Harry is not dull, Anne is not.",0
"If Charlie is not kind, then Anne is not dull.",Charlie would be kind if Anne was dull.,1
the rabbit is big and the mouse is smart.,The bunny is big and the mouse isn't smart.,0
Erin is powerful.,Erin is powerless.,0
"If the tiger is high, then Charlie is awful.",Charlie would be awful without a tiger high.,0
the bear is sleepy or Alan is not fierce.,Alan would not be fierce if the bear was sleepy.,1
"If Dave is tired, then Erin is not lovely.","If Erin was lovely, Dave wouldn't get tired.",1
the crocodile is not reckless and the cat is quiet.,The cat was quiet and the crocodile was not reckless.,1
"If the bear is not smart, then the mouse is not awful.",The mouse is not awful if the bear is smart.,0
Bob is not lovely or Fiona is sad.,Bob is not lovely or Fiona isn't sad.,0
the cat is not tiny or Anne is not round.,Anne would not be round if the cat were not tiny.,1
the bald eagle is not huge and the bear is sleepy.,The Bald Eagle is not huge and the bear isn't sleepy.,0
the crocodile is not poor or Bob is rough.,"If the crocodile is not poor, Bob is rough.",1
"If the leopard is not quiet, then Anne is not fierce.",Anne would not be fierce if the leopard was quiet.,0
Charlie is clever and the dog is not powerful.,Charlie is clever and the dog is powerful.,0
the dinosaur is not sleepy and the squirrel is tired.,The squirrel is tired and the dinosaur is not sleepy.,1
"If Anne is not boring, then the leopard is not dull.",Anne would be boring if the leopard was dull.,0
the mouse is reckless or Anne is furry.,The mouse is reckless or Anne is furry.,0
the squirrel is slow and the snake is strong.,The snake is strong and the squirrel is slow.,1
the dog is smart or the squirrel is horrible.,The dog is smart or the squirrel isn't horrible.,0
the snake is not beautiful or the cat is dull.,"If the snake is not beautiful, the cat will be dull.",1
"If the wolf is not sad, then the bald eagle is not bad.",Bbald Eagles are not bad if the Wolf is sad.,0
"If the bear is angry, then the bald eagle is angry.","If not angry at the bald eagle, then bears are not angry.",1
the cat is not sleepy or the leopard is thin.,The cat is not sleepy or the leopard isn't thin.,0
"If the mouse is kind, then Gary is not beautiful.",Gary is not beautiful without a kind mouse.,0
"If the tiger is not smart, then Gary is bad.",If the Tiger is smart Gary is bad.,0
"If Erin is not sad, then Gary is smart.","Gary is smart, Erin is not sad.",1
the wolf is awful or Charlie is strong.,The wolf is awful or Charlie weak.,0
"If Charlie is not fierce, then Charlie is not furry.",Charlie is not furry or fierce.,1
"If the squirrel is not high, then the cat is beautiful.","If the cat wasn't beautiful, squirrels would be high.",1
the lion is not cute or the mouse is not sad.,"If the lion is not cute, the mouse is not sad.",1
Alan is reckless and the rabbit is poor.,The rabbit is poor and Alan is reckless.,1
the tiger is not beautiful and the bald eagle is not thin.,The tiger is not beautiful and the bald eagle is thin.,0
the tiger is sad or the mouse is not powerful.,"If the tiger is sad, the mouse is not powerful.",1
the dinosaur is not slow or the leopard is not funny.,"If the dinosaur is not slow, the leopard is not funny.",1
Charlie is not huge or the rabbit is awful.,Charlie is not huge or the bunny is awful.,0
the crocodile is strong or the bald eagle is not tiny.,The Bald Eagle is not tiny if the Crocodile is strong.,1
the snake is big or the bear is wealthy.,"If the snake is big, a bear is wealth.",1
"If the leopard is not reckless, then the cat is smart.","If the leopard is reckless, the cat is smart.",0
Harry is not short or Dave is not boring.,"If Harry is not short, Dave is not boring.",1
"If Alan is boring, then Alan is not funny.",Alan is not funny if he isn't bored.,0
"If the bear is dull, then Harry is not lovely.",Harry is not lovely if the bear is dull.,0
"If the lion is not big, then the wolf is slow.",The lion isn't big or the wolf slow.,1
"If Alan is slow, then Gary is horrible.",Alan was slow or Gary horrible.,1
the rabbit is huge or the wolf is little.,"The wolf is little, the rabbit is huge.",1
"If the squirrel is not powerful, then the bald eagle is smart.","Bald Eagle is smart, squirrel is not powerful.",1
"If Gary is not rough, then Gary is not huge.","If Gary were huge, he'd be rough.",1
Erin is dull or Fiona is not cute.,Erin is dull or Fiona cute.,0
"If Alan is bad, then the snake is not poor.","The snake is not poor, or Alan bad.",1
Gary is thin and the bear is nice.,Nice bear and Gary is thin.,1
Dave is not strong and the rabbit is furry.,The rabbit is furry and Dave is not strong.,1
Alan is cute and Dave is heavy.,Dave is heavy and Alan is cute.,1
"If the bald eagle is not tired, then Dave is sleepy.","If the bald eagle gets tired, Dave is sleepy.",0
"If the crocodile is not reckless, then Bob is horrible.","If the crocodile was reckless, Bob would have been horrible.",0
"If Fiona is not bad, then the tiger is not lovely.","If the Tiger was lovely, Fiona would be bad.",1
"If the crocodile is boring, then the lion is not sleepy.",Crocodiles are boring or lions are sleepy.,1
the snake is not awful or the crocodile is short.,The snake is not awful or the crocodile is not short.,0
"If the dinosaur is powerful, then the mouse is kind.","If the dinosaurs were powerless, the mouse would not be kind.",1
the wolf is not horrible and the wolf is not tired.,The wolf was not horrible and tired.,0
the dog is funny and the tiger is not boring.,The tiger is not boring and the dog is funny.,1
"If the tiger is beautiful, then Dave is lovely.","Tigers are beautiful, or Dave is lovely.",1
"If the lion is big, then the cat is furry.",A cat is furry if not big as a lion.,0
"If the cat is not sad, then the snake is not heavy.","If the snake is heavy, the cat will be sad.",1
"If Erin is fierce, then Bob is heavy.","Bob is heavy, Erin is fierce.",1
the crocodile is clever or the squirrel is small.,Crocodile clever or squirrel small.,0
the lion is not bad and the snake is not horrible.,The lion is not bad and the snake is horrible.,0
"If the crocodile is not powerful, then the mouse is not horrible.",The mouse is not horrible if the crocodile is powerful.,0
"If the squirrel is lazy, then the bald eagle is slow.","If the Bald Eagle wasn't slow, the squirrel wouldn't be lazy.",1
"If the snake is clever, then Gary is not dull.",The snake is clever or Gary is dull.,1
Dave is reckless and the bald eagle is tired.,Dave is reckless and the bald eagle isn't tired.,0
the snake is little and Gary is funny.,Gary is funny and the snake is a little.,1
"If the cat is dull, then the bald eagle is little.",The bald eagle is little if the cat isn't dull.,0
"If Dave is short, then the rabbit is not fierce.","If Dave wasn't short, the bunny would not be fierce.",0
Charlie is not high or Gary is lovely.,If Charlie was not high Gary would have been lovely.,1
the wolf is not round or the rabbit is huge.,"If the wolf was not round, the rabbit would be huge.",1
Anne is thin and Fiona is not slow.,Anne is thin and Fiona slow.,0
"If the rabbit is not poor, then Dave is not poor.","Dave is not poor, or the bunny poor.",0
the snake is boring or the crocodile is not furry.,The snake is boring or the crocodile is furry.,0
the bald eagle is not lazy and the dog is rough.,The Bald Eagle is not lazy and the dog isn't rough.,0
the bald eagle is not kind and Erin is not nice.,The Bald Eagle was not kind and Erin was nice.,0
the dog is not dull and the squirrel is slow.,The squirrel is slow and the dog is not dull.,1
Gary is cute and the dog is not heavy.,The dog is not heavy and Gary is cute.,1
"If the lion is funny, then Harry is lazy.",Harry is lazy if the lion isn't funny.,0
"If the bear is kind, then the squirrel is clever.",The squirrel is clever if the bear isn't kind.,0
the squirrel is lovely and the mouse is not heavy.,The mouse is not heavy and the squirrel is lovely.,1
Bob is not small and the rabbit is angry.,The rabbit was angry and Bob was not small.,1
Harry is smart or Fiona is not fierce.,"If Harry was smart, Fiona would not be fierce.",1
Bob is lazy or Harry is not clever.,Harry is not clever if Bob is lazy.,1
"If Bob is huge, then the leopard is not wealthy.","If the leopard is wealthy, Bob is not huge.",0
"If the wolf is powerful, then the wolf is kind.",A wolf is kind if it isn't powerful.,0
the snake is funny and Charlie is not huge.,Charlie is not huge and the snake is funny.,1
the dinosaur is short and the wolf is not bad.,Not a bad thing for a wolf and a dinosaur is short.,1
"If the mouse is not kind, then Charlie is not small.",Charlie is not small or kind to the mouse.,1
Gary is big and Dave is not wealthy.,Dave is not wealthy and Gary is big.,1
the leopard is beautiful or the snake is not thin.,The leopard is beautiful or the snake is thin.,0
"If the bear is not poor, then Alan is sleepy.",The bear is not poor or Alan is sleepy.,1
"If Dave is not round, then the wolf is not funny.",The wolf is not funny if Dave is round.,0
"If Gary is not small, then the dinosaur is not bad.","Not bad for a dinosaur, or Gary is not small.",1
Erin is tiny or the lion is not smart.,Erin is tiny or the lion is smart.,0
the snake is nice or the squirrel is not little.,"If the snake is nice, the squirrel is not little.",1
Harry is beautiful or Alan is sleepy.,Harry is beautiful or Alan is sleepy.,0
"If the dinosaur is kind, then Charlie is horrible.","If Charlie wasn't horrible, the dinosaurs wouldn't be kind.",1
"If the dinosaur is not little, then the bald eagle is not strong.",The dinosaur would be little if the bald Eagle was strong.,0
"If the snake is not dull, then Harry is powerful.",The snake is not dull or Harry powerful.,1
the mouse is not angry and the bear is high.,The bear was high and the mouse was not angry.,1
"If the wolf is not nice, then the leopard is boring.",- Roots that are boring for leopards or not nice for wolves.,1
"If Anne is not lovely, then the cat is poor.","If Anne was lovely, the cat would be poor.",0
the wolf is not bad or Anne is not tiny.,Not bad for a wolf or Anne is tiny.,0
"If Erin is angry, then the crocodile is horrible.","If Erin wasn't angry, the crocodile would have been horrible.",0
the dinosaur is thin and Charlie is heavy.,Charlie is heavy and the dinosaur is thin.,1
"If Fiona is not boring, then Charlie is not thin.",Fiona isn't boring or Charlie isn't thin.,1
the snake is lazy and the squirrel is not powerful.,The snake is lazy and the squirrel is powerful.,0
the lion is short or the snake is not tired.,"If the lion is short, the snake will not get tired.",1
"If the leopard is clever, then the cat is not awful.",The cat is not awful unless the leopard is clever.,0
the wolf is not huge and the wolf is rough.,The wolf is rough and not huge.,1
Fiona is not clever and the bear is horrible.,The bear is horrible and Fiona is not clever.,1
Anne is cute or the squirrel is not boring.,"If Anne was cute, the squirrel would not be boring.",1
