Sentences,Logic-words
"If the cat is not cute, then the mouse is not poor.","if,then"
"If the cat is lovely, then the bald eagle is not beautiful.","if,then"
"If the cat is not lovely, then the wolf is awful.","if,then"
"If the cat is beautiful, then Charlie is horrible.","if,then"
"If the cat is not beautiful, then the dinosaur is not little.","if,then"
"If the cat is funny, then Anne is not quiet.","if,then"
"If the cat is not funny, then the rabbit is reckless.","if,then"
"If the cat is big, then Dave is lovely.","if,then"
"If the cat is not big, then Charlie is not poor.","if,then"
"If the cat is strong, then the rabbit is not awful.","if,then"
"If the cat is not strong, then the tiger is tiny.","if,then"
"If the cat is awful, then the lion is not bad.","if,then"
"If the cat is not awful, then the leopard is not strong.","if,then"
"If the cat is fierce, then the bald eagle is bad.","if,then"
"If the cat is not fierce, then Bob is not powerful.","if,then"
"If the cat is heavy, then Erin is not smart.","if,then"
"If the cat is not heavy, then the bear is not tired.","if,then"
"If the cat is horrible, then the snake is rough.","if,then"
"If the cat is not horrible, then the mouse is strong.","if,then"
"If the cat is powerful, then the cat is lovely.","if,then"
"If the cat is not powerful, then Alan is not horrible.","if,then"
"If the cat is angry, then the rabbit is horrible.","if,then"
"If the cat is not angry, then the cat is nice.","if,then"
"If the cat is high, then the tiger is dull.","if,then"
"If the cat is not high, then the rabbit is awful.","if,then"
"If the cat is huge, then Bob is dull.","if,then"
"If the cat is not huge, then Dave is not rough.","if,then"
"If the cat is short, then the rabbit is not horrible.","if,then"
"If the cat is not short, then the tiger is not sleepy.","if,then"
"If the cat is thin, then Fiona is kind.","if,then"
"If the cat is not thin, then the snake is fierce.","if,then"
"If the cat is little, then the mouse is not wealthy.","if,then"
"If the cat is not little, then Dave is strong.","if,then"
"If the cat is tiny, then the dinosaur is tiny.","if,then"
"If the cat is not tiny, then the crocodile is not small.","if,then"
"If the cat is wealthy, then the crocodile is round.","if,then"
"If the cat is not wealthy, then the mouse is rough.","if,then"
"If the cat is poor, then Anne is round.","if,then"
"If the cat is not poor, then Gary is not nice.","if,then"
"If the cat is dull, then the mouse is huge.","if,then"
"If the cat is not dull, then the mouse is not fierce.","if,then"
"If the cat is rough, then the lion is not wealthy.","if,then"
"If the cat is not rough, then Alan is not little.","if,then"
"If the cat is bad, then Charlie is not sleepy.","if,then"
"If the cat is not bad, then Erin is thin.","if,then"
"If the cat is sad, then Bob is awful.","if,then"
"If the cat is not sad, then the snake is not heavy.","if,then"
"If the dog is kind, then the dinosaur is not tired.","if,then"
"If the dog is not kind, then the leopard is not wealthy.","if,then"
"If the dog is quiet, then Alan is not sad.","if,then"
"If the dog is not quiet, then the rabbit is not funny.","if,then"
"If the dog is round, then Dave is huge.","if,then"
"If the dog is not round, then the leopard is not angry.","if,then"
"If the dog is nice, then the tiger is furry.","if,then"
"If the dog is not nice, then the wolf is strong.","if,then"
"If the dog is smart, then the snake is huge.","if,then"
"If the dog is not smart, then the leopard is not small.","if,then"
"If the dog is clever, then Charlie is not small.","if,then"
"If the dog is not clever, then the dog is not lazy.","if,then"
"If the dog is dull, then Dave is angry.","if,then"
"If the dog is not dull, then the bear is dull.","if,then"
"If the dog is rough, then the cat is awful.","if,then"
"If the dog is not rough, then the bald eagle is not strong.","if,then"
"If the dog is lazy, then the dinosaur is not round.","if,then"
"If the dog is not lazy, then the squirrel is nice.","if,then"
"If the dog is slow, then the rabbit is little.","if,then"
"If the dog is not slow, then Anne is slow.","if,then"
"If the dog is sleepy, then the wolf is not huge.","if,then"
"If the dog is not sleepy, then Gary is tired.","if,then"
"If the dog is boring, then the dog is fierce.","if,then"
"If the dog is not boring, then the tiger is tired.","if,then"
"If the dog is tired, then the bear is furry.","if,then"
"If the dog is not tired, then Alan is not fierce.","if,then"
"If the dog is reckless, then the wolf is not round.","if,then"
"If the dog is not reckless, then Gary is not furry.","if,then"
"If the dog is furry, then Dave is lovely.","if,then"
"If the dog is not furry, then the bear is not tired.","if,then"
"If the dog is small, then the wolf is angry.","if,then"
"If the dog is not small, then the bear is not boring.","if,then"
"If the dog is cute, then the bear is thin.","if,then"
"If the dog is not cute, then Anne is not wealthy.","if,then"
"If the dog is lovely, then Harry is not smart.","if,then"
"If the dog is not lovely, then the crocodile is not sad.","if,then"
"If the dog is beautiful, then Erin is not tired.","if,then"
"If the dog is not beautiful, then Bob is not short.","if,then"
"If the dog is funny, then the bald eagle is not clever.","if,then"
"If the dog is not funny, then Erin is furry.","if,then"
"If the dog is big, then the crocodile is not horrible.","if,then"
"If the dog is not big, then the leopard is high.","if,then"
"If the dog is strong, then the dog is angry.","if,then"
"If the dog is not strong, then the mouse is kind.","if,then"
"If the dog is awful, then Charlie is not huge.","if,then"
"If the dog is not awful, then the dog is lovely.","if,then"
"If the dog is fierce, then the dinosaur is not awful.","if,then"
"If the dog is not fierce, then the cat is big.","if,then"
"If the dog is heavy, then Harry is not rough.","if,then"
"If the dog is not heavy, then Harry is smart.","if,then"
"If the dog is horrible, then the bald eagle is not dull.","if,then"
"If the dog is not horrible, then Erin is reckless.","if,then"
"If the dog is powerful, then Alan is rough.","if,then"
"If the dog is not powerful, then Charlie is not awful.","if,then"
"If the dog is angry, then Charlie is not lovely.","if,then"
"If the dog is not angry, then the rabbit is small.","if,then"
"If the dog is high, then Anne is awful.","if,then"
"If the dog is not high, then the tiger is not horrible.","if,then"
"If the dog is huge, then the cat is round.","if,then"
"If the dog is not huge, then Erin is not sleepy.","if,then"
"If the dog is short, then the leopard is not high.","if,then"
"If the dog is not short, then the dinosaur is not nice.","if,then"
"If the dog is thin, then the lion is thin.","if,then"
"If the dog is not thin, then the squirrel is not quiet.","if,then"
"If the dog is little, then Harry is boring.","if,then"
"If the dog is not little, then the crocodile is not beautiful.","if,then"
"If the dog is tiny, then the snake is tired.","if,then"
"If the dog is not tiny, then the dinosaur is not beautiful.","if,then"
"If the dog is wealthy, then the lion is bad.","if,then"
"If the dog is not wealthy, then Erin is cute.","if,then"
"If the dog is poor, then the snake is not dull.","if,then"
"If the dog is not poor, then the mouse is boring.","if,then"
"If the dog is dull, then the cat is not bad.","if,then"
"If the dog is not dull, then the squirrel is not tiny.","if,then"
"If the dog is rough, then the rabbit is powerful.","if,then"
"If the dog is not rough, then the tiger is boring.","if,then"
"If the dog is bad, then Anne is fierce.","if,then"
"If the dog is not bad, then Dave is not round.","if,then"
"If the dog is sad, then the cat is short.","if,then"
"If the dog is not sad, then Anne is poor.","if,then"
"If the mouse is kind, then Gary is not beautiful.","if,then"
"If the mouse is not kind, then Charlie is not small.","if,then"
"If the mouse is quiet, then Alan is reckless.","if,then"
"If the mouse is not quiet, then the bald eagle is not kind.","if,then"
"If the mouse is round, then the dog is wealthy.","if,then"
"If the mouse is not round, then the leopard is angry.","if,then"
"If the mouse is nice, then Gary is cute.","if,then"
"If the mouse is not nice, then Charlie is not quiet.","if,then"
"If the mouse is smart, then the leopard is furry.","if,then"
"If the mouse is not smart, then the bald eagle is rough.","if,then"
"If the mouse is clever, then the cat is thin.","if,then"
"If the mouse is not clever, then the crocodile is not slow.","if,then"
"If the mouse is dull, then the crocodile is wealthy.","if,then"
"If the mouse is not dull, then the bear is not rough.","if,then"
"If the mouse is rough, then the mouse is not big.","if,then"
"If the mouse is not rough, then the wolf is not tired.","if,then"
"If the mouse is lazy, then the bear is slow.","if,then"
"If the mouse is not lazy, then the leopard is not heavy.","if,then"
"If the mouse is slow, then Fiona is lazy.","if,then"
"If the mouse is not slow, then the snake is wealthy.","if,then"
"If the mouse is sleepy, then the wolf is not reckless.","if,then"
"If the mouse is not sleepy, then Fiona is little.","if,then"
"If the mouse is boring, then the mouse is lazy.","if,then"
"If the mouse is not boring, then Alan is furry.","if,then"
"If the mouse is tired, then the bald eagle is quiet.","if,then"
"If the mouse is not tired, then the lion is not kind.","if,then"
"If the mouse is reckless, then the crocodile is not quiet.","if,then"
"If the mouse is not reckless, then Charlie is lazy.","if,then"
"If the mouse is furry, then the bald eagle is not huge.","if,then"
"If the mouse is not furry, then Bob is not small.","if,then"
"If the mouse is small, then the cat is reckless.","if,then"
"If the mouse is not small, then the leopard is sad.","if,then"
"If the mouse is cute, then the lion is not funny.","if,then"
"If the mouse is not cute, then the dinosaur is not heavy.","if,then"
"If the mouse is lovely, then the tiger is furry.","if,then"
"If the mouse is not lovely, then the bear is sad.","if,then"
"If the mouse is beautiful, then Charlie is kind.","if,then"
"If the mouse is not beautiful, then Gary is small.","if,then"
"If the mouse is funny, then Dave is dull.","if,then"
"If the mouse is not funny, then Bob is wealthy.","if,then"
"If the mouse is big, then Anne is not sleepy.","if,then"
"If the mouse is not big, then the wolf is not sleepy.","if,then"
"If the mouse is strong, then the dog is not tired.","if,then"
"If the mouse is not strong, then the tiger is high.","if,then"
"If the mouse is awful, then the bear is not rough.","if,then"
"If the mouse is not awful, then Harry is not funny.","if,then"
"If the mouse is fierce, then the crocodile is not dull.","if,then"
"If the mouse is not fierce, then the dinosaur is nice.","if,then"
"If the mouse is heavy, then the mouse is tired.","if,then"
"If the mouse is not heavy, then the dog is rough.","if,then"
"If the mouse is horrible, then Gary is slow.","if,then"
"If the mouse is not horrible, then Erin is not lovely.","if,then"
"If the mouse is powerful, then Anne is not dull.","if,then"
