,Original_Sentence,Parsed_Sentence,LReasoner_generated
3051,Bob is small or the leopard is round.,(S (S (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ small)))) (CC or) (S (NP (DT the) (NN leopard)) (VP (VBZ is) (ADJP (JJ round)))) (. .)),"If it is not small, then it will be not Bob."
3052,"If the mouse is boring, then the mouse is lazy.","(S (SBAR (IN If) (S (NP (DT the) (NN mouse)) (VP (VBZ is) (ADJP (JJ boring))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN mouse)) (VP (VBZ is) (ADJP (JJ lazy))) (. .))","If it is not boring, then it will be not the mouse."
3053,Gary is little and the rabbit is powerful.,(S (S (NP (NNP Gary)) (VP (VBZ is) (NP (JJ little)))) (CC and) (S (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (JJ powerful)))) (. .)),"If it is, then it will be not Gary."
3054,Bob is not slow and Harry is not poor.,(S (S (NP (NNP Bob)) (VP (VBZ is) (RB not) (ADJP (JJ slow)))) (CC and) (S (NP (NNP Harry)) (VP (VBZ is) (RB not) (ADJP (JJ poor)))) (. .)),"If it is slow, then it will be not Bob."
3055,the dinosaur is not poor or the dog is lazy.,(S (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (RB not) (ADJP (JJ poor)))) (CC or) (S (NP (DT the) (NN dog)) (VP (VBZ is) (ADJP (JJ lazy)))) (. .)),"If it is poor, then it will be not the dinosaur."
3056,the leopard is not heavy or the tiger is furry.,(S (S (NP (DT the) (NN leopard)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ heavy))))) (CC or) (S (NP (DT the) (NN tiger)) (VP (VBZ is) (ADJP (JJ furry)))) (. .)),"If it is heavy, then it will be not the leopard."
3057,the dinosaur is beautiful and the crocodile is nice.,(S (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (JJ beautiful)))) (CC and) (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (ADJP (JJ nice)))) (. .)),"If it is not beautiful, then it will be not the dinosaur."
3058,"If Dave is quiet, then Anne is not furry.","(S (SBAR (IN If) (S (NP (NNP Dave)) (VP (VBZ is) (ADJP (JJ quiet))))) (, ,) (ADVP (RB then)) (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ furry))) (. .))","If it is not quiet, then it will be not Dave."
3059,"If the bald eagle is not powerful, then the wolf is little.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ powerful)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (JJ little))) (. .))","If it is powerful, then it will be not the bald eagle."
3060,"If Bob is angry, then the wolf is round.","(S (SBAR (IN If) (S (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ angry))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (JJ round))) (. .))","If it is not angry, then it will be not Bob."
3061,the wolf is quiet and the dog is not powerful.,(S (S (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (JJ quiet)))) (CC and) (S (NP (DT the) (NN dog)) (VP (VBZ is) (RB not) (ADJP (JJ powerful)))) (. .)),"If it is not quiet, then it will be not the wolf."
3062,"If the bear is rough, then the bald eagle is horrible.","(S (SBAR (IN If) (S (NP (DT the) (NN bear)) (VP (VBZ is) (ADJP (JJ rough))))) (, ,) (ADVP (RB then)) (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ horrible))) (. .))","If it is not rough, then it will be not the bear."
3063,"If the mouse is not lovely, then the bear is sad.","(S (SBAR (IN If) (S (NP (DT the) (NN mouse)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ lovely)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN bear)) (VP (VBZ is) (ADJP (JJ sad))) (. .))","If it is lovely, then it will be not the mouse."
3064,the tiger is not boring and the rabbit is slow.,(S (S (NP (DT the) (NN tiger)) (VP (VBZ is) (RB not) (ADJP (JJ boring)))) (CC and) (S (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (JJ slow)))) (. .)),"If it is boring, then it will be not the tiger."
3065,the wolf is fierce or the squirrel is not lazy.,(S (S (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (JJ fierce)))) (CC or) (S (NP (DT the) (NN squirrel)) (VP (VBZ is) (RB not) (ADJP (JJ lazy)))) (. .)),"If it is not fierce, then it will be not the wolf."
3066,"If Alan is not little, then the leopard is not powerful.","(S (SBAR (IN If) (S (NP (NNP Alan)) (VP (VBZ is) (RB not) (NP (JJ little))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN leopard)) (VP (VBZ is) (RB not) (ADJP (JJ powerful))) (. .))","If it is little, then it will be not Alan."
3067,the wolf is clever and the cat is not heavy.,(S (S (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (JJ clever)))) (CC and) (S (NP (DT the) (NN cat)) (VP (VBZ is) (RB not) (ADJP (JJ heavy)))) (. .)),"If it is not clever, then it will be not the wolf."
3068,"If the bald eagle is nice, then Alan is boring.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ nice))))) (, ,) (ADVP (RB then)) (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ boring))) (. .))","If it is not nice, then it will be not the bald eagle."
3069,"If the squirrel is not rough, then the dog is thin.","(S (SBAR (IN If) (S (NP (DT the) (NN squirrel)) (VP (VBZ is) (RB not) (ADJP (JJ rough))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN dog)) (VP (VBZ is) (ADJP (JJ thin))) (. .))","If it is rough, then it will be not the squirrel."
3070,the lion is not nice or the bear is dull.,(S (S (NP (DT the) (NN lion)) (VP (VBZ is) (RB not) (ADJP (JJ nice)))) (CC or) (S (NP (DT the) (NN bear)) (VP (VBZ is) (ADJP (JJ dull)))) (. .)),"If it is nice, then it will be not the lion."
3071,Erin is not kind or Harry is awful.,(S (NP (NNP Erin)) (VP (VBZ is) (RB not) (NP (JJ kind) (CC or) (NP (NNP Harry))) (VP (VBZ is) (ADJP (JJ awful)))) (. .)),"If it is kind or Harry is awful, then it will be not Erin."
3072,the bear is not boring or Erin is not high.,(S (NP (DT the) (NN bear)) (VP (VBZ is) (RB not) (ADJP (JJ boring))) (CC or) (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ high))) (. .)),"If it is boring, then it will be not the bear."
3073,the tiger is not furry and Anne is bad.,(S (S (NP (DT the) (NN tiger)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ furry))))) (CC and) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ bad)))) (. .)),"If it is furry, then it will be not the tiger."
3074,Harry is not rough or the squirrel is huge.,(S (NP (NNP Harry)) (VP (VBZ is) (RB not) (NP (NP (JJ rough)) (CC or) (NP (DT the) (NN squirrel))) (VP (VBZ is) (ADJP (JJ huge)))) (. .)),"If it is rough or the squirrel is huge, then it will be not Harry."
3075,"If the snake is not big, then the lion is not boring.","(S (SBAR (IN If) (S (NP (DT the) (NN snake)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ big)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN lion)) (VP (VBZ is) (RB not) (ADJP (JJ boring))) (. .))","If it is big, then it will be not the snake."
3076,Erin is not sad and the bear is small.,(S (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ sad)))) (CC and) (S (NP (DT the) (NN bear)) (VP (VBZ is) (ADJP (JJ small)))) (. .)),"If it is sad, then it will be not Erin."
3077,Alan is clever or the crocodile is not rough.,(S (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ clever)))) (CC or) (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (RB not) (ADJP (JJ rough)))) (. .)),"If it is not clever, then it will be not Alan."
3078,the leopard is kind and the snake is heavy.,(S (S (NP (DT the) (NN leopard)) (VP (VBZ is) (ADJP (JJ kind)))) (CC and) (S (NP (DT the) (NN snake)) (VP (VBZ is) (ADJP (JJ heavy)))) (. .)),"If it is not kind, then it will be not the leopard."
3079,the mouse is not cute and the tiger is not smart.,(S (S (NP (DT the) (NN mouse)) (VP (VBZ is) (RB not) (ADJP (JJ cute)))) (CC and) (S (NP (DT the) (NN tiger)) (VP (VBZ is) (RB not) (ADJP (JJ smart)))) (. .)),"If it is cute, then it will be not the mouse."
3080,"If the snake is dull, then the tiger is not strong.","(S (SBAR (IN If) (S (NP (DT the) (NN snake)) (VP (VBZ is) (ADJP (JJ dull))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN tiger)) (VP (VBZ is) (RB not) (ADJP (JJ strong))) (. .))","If it is not dull, then it will be not the snake."
3081,the dinosaur is tired or the dinosaur is nice.,(S (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (JJ tired)))) (CC or) (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (JJ nice)))) (. .)),"If it is not tired, then it will be not the dinosaur."
3082,"If Dave is not cute, then the mouse is powerful.","(S (SBAR (IN If) (S (NP (NNP Dave)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ cute)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN mouse)) (VP (VBZ is) (ADJP (JJ powerful))) (. .))","If it is cute, then it will be not Dave."
3083,"If the dinosaur is lovely, then Anne is huge.","(S (SBAR (IN If) (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (JJ lovely))))) (, ,) (ADVP (RB then)) (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ huge))) (. .))","If it is not lovely, then it will be not the dinosaur."
3084,Fiona is not slow or Charlie is strong.,(S (NP (NNP Fiona)) (VBZ is) (RB not) (ADJP (JJ slow)) (CC or) (NP (NNP Charlie)) (VP (VBZ is) (ADJP (JJ strong))) (. .)),"If it is Charlie, then it will be not Fiona."
3085,"If the dog is not lovely, then the crocodile is not sad.","(S (SBAR (IN If) (S (NP (DT the) (NN dog)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ lovely)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN crocodile)) (VP (VBZ is) (RB not) (ADJP (JJ sad))) (. .))","If it is lovely, then it will be not the dog."
3086,"If Dave is not fierce, then the wolf is not rough.","(S (SBAR (IN If) (S (NP (NNP Dave)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ fierce)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN wolf)) (VP (VBZ is) (RB not) (ADJP (JJ rough))) (. .))","If it is fierce, then it will be not Dave."
3087,the lion is funny and the bald eagle is strong.,(S (S (NP (DT the) (NN lion)) (VP (VBZ is) (ADJP (JJ funny)))) (CC and) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ strong)))) (. .)),"If it is not funny, then it will be not the lion."
3088,the rabbit is not high and Erin is thin.,(S (S (NP (DT the) (NN rabbit)) (VP (VBZ is) (RB not) (ADJP (JJ high)))) (CC and) (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ thin)))) (. .)),"If it is high, then it will be not the rabbit."
3089,Anne is not smart or the bear is quiet.,(S (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ smart))))) (CC or) (S (NP (DT the) (NN bear)) (VP (VBZ is) (ADJP (JJ quiet)))) (. .)),"If it is smart, then it will be not Anne."
3090,Gary is not cute and Gary is not tired.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ cute))))) (CC and) (S (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ tired)))) (. .)),"If it is cute, then it will be not Gary."
3091,"If the crocodile is huge, then Fiona is cute.","(S (SBAR (IN If) (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (ADJP (JJ huge))))) (, ,) (ADVP (RB then)) (NP (NNP Fiona)) (VP (VBZ is) (ADJP (JJ cute))) (. .))","If it is not huge, then it will be not the crocodile."
3092,Fiona is beautiful.,(S (NP (NNP Fiona)) (VP (VBZ is) (ADJP (JJ beautiful))) (. .)),"If it is not beautiful, then it will be not Fiona."
3093,the dog is not nice and the squirrel is not dull.,(S (S (NP (DT the) (NN dog)) (VP (VBZ is) (RB not) (ADJP (JJ nice)))) (CC and) (S (NP (DT the) (NN squirrel)) (VP (VBZ is) (RB not) (ADJP (JJ dull)))) (. .)),"If it is nice, then it will be not the dog."
3094,"If the bald eagle is angry, then the dog is not kind.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ angry))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN dog)) (VP (VBZ is) (RB not) (ADJP (JJ kind))) (. .))","If it is not angry, then it will be not the bald eagle."
3095,Gary is not small or the tiger is dull.,(S (S (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ small)))) (CC or) (NP (DT the) (NN tiger)) (VP (VBZ is) (ADJP (JJ dull))) (. .)),"If it is small, then it will be not Gary."
3096,the crocodile is kind or the rabbit is not awful.,(S (NP (DT the) (NN crocodile)) (VP (VP (VBZ is) (ADJP (JJ kind))) (CC or) (NP (DT the) (NN rabbit)) (VP (VBZ is) (RB not) (ADJP (JJ awful)))) (. .)),"If it is not the rabbit, then it will be not the crocodile."
3097,"If Harry is not funny, then Harry is small.","(S (SBAR (IN If) (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ funny)))))) (, ,) (ADVP (RB then)) (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ small))) (. .))","If it is funny, then it will be not Harry."
3098,"If Dave is not clever, then Anne is not reckless.","(S (SBAR (IN If) (S (NP (NNP Dave)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ clever)))))) (, ,) (ADVP (RB then)) (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ reckless))) (. .))","If it is clever, then it will be not Dave."
3099,the cat is not small and the wolf is furry.,(S (S (NP (DT the) (NN cat)) (VP (VBZ is) (RB not) (ADJP (JJ small)))) (CC and) (S (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (JJ furry)))) (. .)),"If it is small, then it will be not the cat."
3100,the mouse is powerful and Harry is awful.,(S (S (NP (DT the) (NN mouse)) (VP (VBZ is) (ADJP (JJ powerful)))) (CC and) (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ awful)))) (. .)),"If it is not powerful, then it will be not the mouse."
3101,"If Anne is quiet, then Bob is clever.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ quiet))))) (, ,) (ADVP (RB then)) (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ clever))) (. .))","If it is not quiet, then it will be not Anne."
3102,the wolf is not lovely or the bear is not funny.,(S (S (NP (DT the) (NN wolf)) (VP (VBZ is) (RB not) (ADJP (JJ lovely)))) (CC or) (S (NP (DT the) (NN bear)) (VP (VBZ is) (RB not) (ADJP (JJ funny)))) (. .)),"If it is lovely, then it will be not the wolf."
3103,Anne is kind or the mouse is not cute.,(S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ kind))) (CC or) (NP (DT the) (NN mouse)) (VP (VBZ is) (RB not) (ADJP (JJ cute))) (. .)),"If it is not kind, then it will be not Anne."
3104,"If Fiona is dull, then the dinosaur is not nice.","(S (SBAR (IN If) (S (NP (NNP Fiona)) (VP (VBZ is) (ADJP (JJ dull))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN dinosaur)) (VP (VBZ is) (RB not) (ADJP (JJ nice))) (. .))","If it is not dull, then it will be not Fiona."
3105,"If Charlie is bad, then the cat is heavy.","(S (SBAR (IN If) (S (NP (NNP Charlie)) (VP (VBZ is) (ADJP (JJ bad))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN cat)) (VP (VBZ is) (ADJP (JJ heavy))) (. .))","If it is not bad, then it will be not Charlie."
3106,Fiona is bad or the dinosaur is kind.,(S (S (NP (NNP Fiona)) (VP (VBZ is) (ADJP (JJ bad)))) (CC or) (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (JJ kind)))) (. .)),"If it is not bad, then it will be not Fiona."
3107,"If Fiona is not poor, then the dog is angry.","(S (SBAR (IN If) (S (NP (NNP Fiona)) (VP (VBZ is) (RB not) (ADJP (JJ poor))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN dog)) (VP (VBZ is) (ADJP (JJ angry))) (. .))","If it is poor, then it will be not Fiona."
3108,"If the bear is wealthy, then Bob is quiet.","(S (SBAR (IN If) (S (NP (DT the) (NN bear)) (VP (VBZ is) (ADJP (JJ wealthy))))) (, ,) (ADVP (RB then)) (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ quiet))) (. .))","If it is not wealthy, then it will be not the bear."
3109,the dog is not short and Alan is not kind.,(S (S (NP (DT the) (NN dog)) (VP (VBZ is) (RB not) (ADJP (JJ short)))) (CC and) (S (NP (NNP Alan)) (VP (VBZ is) (RB not) (ADJP (JJ kind)))) (. .)),"If it is short, then it will be not the dog."
3110,Dave is rough and Harry is boring.,(S (NP (NNP Dave)) (VBZ is) (NP (ADJP (JJ rough)) (CC and) (NP (NNP Harry))) (VP (VBZ is) (ADJP (JJ boring))) (. .)),"If it is not rough and Harry, then it will be not Dave."
3111,"If the bald eagle is strong, then Harry is not nice.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ strong))))) (, ,) (ADVP (RB then)) (NP (NNP Harry)) (VP (VBZ is) (RB not) (ADJP (JJ nice))) (. .))","If it is not strong, then it will be not the bald eagle."
3112,"If Harry is not awful, then Erin is huge.","(S (SBAR (IN If) (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ awful)))))) (, ,) (ADVP (RB then)) (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ huge))) (. .))","If it is awful, then it will be not Harry."
3113,the dinosaur is strong or Anne is not round.,(S (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (JJ strong)))) (CC or) (S (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ round)))) (. .)),"If it is not strong, then it will be not the dinosaur."
3114,"If the dinosaur is not wealthy, then the mouse is not fierce.","(S (SBAR (IN If) (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ wealthy)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN mouse)) (VP (VBZ is) (RB not) (ADJP (JJ fierce))) (. .))","If it is wealthy, then it will be not the dinosaur."
3115,"If the cat is horrible, then the snake is rough.","(S (SBAR (IN If) (S (NP (DT the) (NN cat)) (VP (VBZ is) (ADJP (JJ horrible))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN snake)) (VP (VBZ is) (ADJP (JJ rough))) (. .))","If it is not horrible, then it will be not the cat."
3116,"If the dog is dull, then Dave is angry.","(S (SBAR (IN If) (S (NP (DT the) (NN dog)) (VP (VBZ is) (ADJP (JJ dull))))) (, ,) (ADVP (RB then)) (NP (NNP Dave)) (VP (VBZ is) (ADJP (JJ angry))) (. .))","If it is not dull, then it will be not the dog."
3117,the leopard is horrible or Bob is quiet.,(S (S (NP (DT the) (NN leopard)) (VP (VBZ is) (ADJP (JJ horrible)))) (CC or) (S (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ quiet)))) (. .)),"If it is not horrible, then it will be not the leopard."
3118,the squirrel is not rough or the dog is lazy.,(S (S (NP (DT the) (NN squirrel)) (VP (VBZ is) (RB not) (NP (JJ rough)))) (CC or) (S (NP (DT the) (NN dog)) (VP (VBZ is) (ADJP (JJ lazy)))) (. .)),"If it is rough, then it will be not the squirrel."
3119,the tiger is not smart or Bob is not little.,(S (NP (DT the) (NN tiger)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ smart)))) (CC or) (NP (NNP Bob)) (VP (VBZ is) (RB not) (NP (JJ little))) (. .)),"If it is smart, then it will be not the tiger."
3120,the squirrel is boring and the squirrel is not reckless.,(S (S (NP (DT the) (NN squirrel)) (VP (VBZ is) (ADJP (JJ boring)))) (CC and) (S (NP (DT the) (NN squirrel)) (VP (VBZ is) (RB not) (ADJP (JJ reckless)))) (. .)),"If it is not boring, then it will be not the squirrel."
3121,Anne is powerful.,(S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ powerful))) (. .)),"If it is not powerful, then it will be not Anne."
3122,the mouse is not dull or Fiona is not short.,(S (S (NP (DT the) (NN mouse)) (VP (VBZ is) (RB not) (ADJP (JJ dull)))) (CC or) (S (NP (NNP Fiona)) (VP (VBZ is) (RB not) (ADJP (JJ short)))) (. .)),"If it is dull, then it will be not the mouse."
3123,"If the rabbit is not poor, then Dave is not poor.","(S (SBAR (IN If) (S (NP (DT the) (NN rabbit)) (VP (VBZ is) (RB not) (ADJP (JJ poor))))) (, ,) (ADVP (RB then)) (NP (NNP Dave)) (VP (VBZ is) (RB not) (ADJP (JJ poor))) (. .))","If it is poor, then it will be not the rabbit."
3124,"If the wolf is not clever, then Gary is lazy.","(S (SBAR (IN If) (S (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ clever)))))) (, ,) (ADVP (RB then)) (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ lazy))) (. .))","If it is clever, then it will be not the wolf."
3125,the dinosaur is little and the squirrel is not poor.,(S (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (NP (JJ little)))) (CC and) (S (NP (DT the) (NN squirrel)) (VP (VBZ is) (RB not) (ADJP (JJ poor)))) (. .)),"If it is, then it will be not the dinosaur."
3126,"If the lion is tired, then the dog is sleepy.","(S (SBAR (IN If) (S (NP (DT the) (NN lion)) (VP (VBZ is) (ADJP (JJ tired))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN dog)) (VP (VBZ is) (ADJP (JJ sleepy))) (. .))","If it is not tired, then it will be not the lion."
3127,the bear is not rough and Fiona is round.,(S (S (NP (DT the) (NN bear)) (VP (VBZ is) (RB not) (ADJP (JJ rough)))) (CC and) (S (NP (NNP Fiona)) (VP (VBZ is) (ADJP (JJ round)))) (. .)),"If it is rough, then it will be not the bear."
3128,"If Bob is not bad, then the rabbit is tired.","(S (SBAR (IN If) (S (NP (NNP Bob)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ bad)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (JJ tired))) (. .))","If it is bad, then it will be not Bob."
3129,the bear is little and Charlie is not cute.,(S (S (NP (DT the) (NN bear)) (VP (VBZ is) (NP (JJ little)))) (CC and) (S (NP (NNP Charlie)) (VP (VBZ is) (RB not) (ADJP (JJ cute)))) (. .)),"If it is, then it will be not the bear."
3130,the bear is not huge and Anne is small.,(S (S (NP (DT the) (NN bear)) (VP (VBZ is) (RB not) (ADJP (JJ huge)))) (CC and) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ small)))) (. .)),"If it is huge, then it will be not the bear."
3131,"If the cat is beautiful, then Charlie is horrible.","(S (SBAR (IN If) (S (NP (DT the) (NN cat)) (VP (VBZ is) (ADJP (JJ beautiful))))) (, ,) (ADVP (RB then)) (NP (NNP Charlie)) (VP (VBZ is) (ADJP (JJ horrible))) (. .))","If it is not beautiful, then it will be not the cat."
