sentence1,label,sentence2
the leopard is not cute and Charlie is strong.,0,"If it is not the leopard, then it will be not cute. "
"If Gary is not fierce, then the lion is not kind.",1,"If it is fierce, then it will be not Gary."
"If Gary is not fierce, then the lion is not kind.",1,"If it is fierce, then it will be not Gary."
the squirrel is furry or Erin is strong.,1,"If it is not furry, then it will be not the squirrel."
the squirrel is furry or Erin is strong.,1,"If it is not furry, then it will be not the squirrel."
the leopard is dull and the crocodile is not wealthy.,0,"If it is the leopard, then it will be not dull. "
"If the cat is poor, then Anne is round.",1,"If it is not poor, then it will be not the cat."
"If the cat is poor, then Anne is round.",1,"If it is not poor, then it will be not the cat."
"If Bob is not short, then the rabbit is not lovely.",1,"If it is short, then it will be not Bob."
"If Bob is not short, then the rabbit is not lovely.",1,"If it is short, then it will be not Bob."
Fiona is lazy and Gary is not strong.,0,
"If Dave is quiet, then Anne is not furry.",0,"If it is Dave, then it will be not quiet. "
"If Dave is quiet, then Anne is not furry.",0,
the mouse is not poor and Erin is not quiet.,1,"If it is poor, then it will be not the mouse."
the mouse is thin and Dave is funny.,0,"If it is the mouse, then it will be not thin. "
the dinosaur is not nice or the squirrel is not tiny.,0,"If it is not nice, then it will be the dinosaur. "
"If Alan is not dull, then the squirrel is not reckless.",0,
"If Alan is not dull, then the squirrel is not reckless.",0,"If it is not dull, then it will be Alan. "
"If the crocodile is not poor, then the wolf is not rough.",0,"If it is the crocodile, then it will be poor. "
"If the crocodile is not poor, then the wolf is not rough.",0,"If it is not the crocodile, then it will be not poor. "
"If Fiona is angry, then the cat is not dull.",0,"If it is Fiona, then it will be not angry. "
"If Fiona is angry, then the cat is not dull.",0,"If it is angry, then it will be Fiona. "
"If the tiger is not smart, then Gary is bad.",1,"If it is smart, then it will be not the tiger."
"If the tiger is not smart, then Gary is bad.",1,"If it is smart, then it will be not the tiger."
the squirrel is not sleepy and Anne is boring.,0,"If it is not the squirrel, then it will be not sleepy. "
Gary is slow and the lion is not reckless.,0,"If it is not Gary, then it will be slow. "
the bald eagle is not beautiful and the lion is not sleepy.,1,"If it is beautiful, then it will be not the bald eagle."
Harry is not beautiful and Alan is not dull.,0,"If it is Harry, then it will be beautiful. "
Dave is not furry or the leopard is not poor.,0,
"If the mouse is not cute, then the dinosaur is not heavy.",1,"If it is cute, then it will be not the mouse."
"If the mouse is not cute, then the dinosaur is not heavy.",1,"If it is cute, then it will be not the mouse."
"If Dave is lovely, then the bald eagle is clever.",1,"If it is not lovely, then it will be not Dave."
"If Dave is lovely, then the bald eagle is clever.",1,"If it is not lovely, then it will be not Dave."
"If Anne is not sleepy, then Dave is tiny.",1,"If it is sleepy, then it will be not Anne."
"If Anne is not sleepy, then Dave is tiny.",1,"If it is sleepy, then it will be not Anne."
Bob is not cute and the cat is not fierce.,0,
"If the squirrel is boring, then the tiger is not strong.",0,"If it is boring, then it will be the squirrel. "
"If the squirrel is boring, then the tiger is not strong.",0,"If it is boring, then it will be the squirrel. "
"If the dinosaur is small, then Gary is not sad.",1,"If it is not small, then it will be not the dinosaur."
"If the dinosaur is small, then Gary is not sad.",1,"If it is not small, then it will be not the dinosaur."
"If the leopard is not boring, then the bald eagle is wealthy.",1,"If it is boring, then it will be not the leopard."
"If the leopard is not boring, then the bald eagle is wealthy.",1,"If it is boring, then it will be not the leopard."
"If the crocodile is bad, then the mouse is not slow.",1,"If it is not bad, then it will be not the crocodile."
"If the crocodile is bad, then the mouse is not slow.",1,"If it is not bad, then it will be not the crocodile."
Fiona is not little or the wolf is quiet.,1,"If it is little, then it will be not Fiona."
the mouse is not powerful and the bald eagle is not huge.,1,"If it is powerful, then it will be not the mouse."
"If Fiona is not smart, then the cat is huge.",1,"If it is smart, then it will be not Fiona."
"If Fiona is not smart, then the cat is huge.",1,"If it is smart, then it will be not Fiona."
the lion is lovely or Fiona is rough.,0,"If it is lovely, then it will be the lion. "
"If the cat is kind, then the leopard is not high.",0,
"If the cat is kind, then the leopard is not high.",0,"If it is kind, then it will be the cat. "
Erin is not rough and the rabbit is not nice.,0,"If it is not rough, then it will be Erin. "
Fiona is strong or Harry is dull.,0,"If it is strong, then it will be Fiona. "
"If Bob is not wealthy, then the mouse is not rough.",0,"If it is not wealthy, then it will be Bob. "
"If Bob is not wealthy, then the mouse is not rough.",0,"If it is not wealthy, then it will be Bob. "
"If Fiona is round, then the dog is not fierce.",1,"If it is not round, then it will be not Fiona."
"If Fiona is round, then the dog is not fierce.",1,"If it is not round, then it will be not Fiona."
"If Anne is not big, then the rabbit is nice.",0,"If it is not big, then it will be Anne. "
"If Anne is not big, then the rabbit is nice.",0,"If it is not big, then it will be Anne. "
"If the dinosaur is not slow, then the dog is clever.",1,"If it is slow, then it will be not the dinosaur."
"If the dinosaur is not slow, then the dog is clever.",1,"If it is slow, then it will be not the dinosaur."
"If the leopard is smart, then the rabbit is not short.",0,
"If the leopard is smart, then the rabbit is not short.",0,"If it is the leopard, then it will be not smart. "
the squirrel is not thin or the squirrel is boring.,0,
the rabbit is not rough or Harry is furry.,1,"If it is rough, then it will be not the rabbit."
"If Bob is not funny, then the leopard is not fierce.",1,"If it is funny, then it will be not Bob."
"If Bob is not funny, then the leopard is not fierce.",1,"If it is funny, then it will be not Bob."
"If the dog is not short, then the dinosaur is not nice.",1,"If it is short, then it will be not the dog."
"If the dog is not short, then the dinosaur is not nice.",1,"If it is short, then it will be not the dog."
"If Harry is not beautiful, then Bob is small.",1,"If it is beautiful, then it will be not Harry."
"If Harry is not beautiful, then Bob is small.",1,"If it is beautiful, then it will be not Harry."
Anne is huge and Harry is not short.,0,
the bear is not heavy and the tiger is not dull.,1,"If it is heavy, then it will be not the bear."
Charlie is small or Alan is not angry.,0,
the dinosaur is not short and Bob is not furry.,0,"If it is not the dinosaur, then it will be not short. "
Charlie is small and Alan is not angry.,0,"If it is small, then it will be Charlie. "
the lion is not quiet or Alan is slow.,1,"If it is quiet, then it will be not the lion."
"If Gary is clever, then the rabbit is awful.",0,"If it is clever, then it will be Gary. "
"If Gary is clever, then the rabbit is awful.",0,"If it is Gary, then it will be not clever. "
the tiger is not lazy and the cat is slow.,1,"If it is lazy, then it will be not the tiger."
"If the squirrel is not small, then the mouse is lazy.",0,"If it is not small, then it will be the squirrel. "
"If the mouse is not cute, then the dinosaur is not heavy.",1,"If it is cute, then it will be not the mouse."
"If the mouse is not cute, then the dinosaur is not heavy.",1,"If it is cute, then it will be not the mouse."
"If Erin is not awful, then the leopard is boring.",1,"If it is awful, then it will be not Erin."
"If Erin is not awful, then the leopard is boring.",1,"If it is awful, then it will be not Erin."
the cat is not smart or Gary is strong.,1,"If it is Gary, then it will be not the cat."
the lion is not tiny or the dinosaur is kind.,0,"If it is not tiny, then it will be the lion. "
the bald eagle is round or the wolf is reckless.,1,"If it is not round, then it will be not the bald eagle."
Charlie is lovely or the bear is small.,1,"If it is not lovely, then it will be not Charlie."
the leopard is dull or the crocodile is not wealthy.,0,"If it is not the leopard, then it will be dull. "
Erin is rough and the cat is not funny.,0,"If it is not Erin, then it will be rough. "
"If Bob is rough, then the lion is not furry.",0,"If it is rough, then it will be Bob. "
"If Bob is rough, then the lion is not furry.",0,"If it is not Bob, then it will be rough. "
"If Erin is poor, then Dave is quiet.",0,"If it is poor, then it will be Erin. "
"If Erin is poor, then Dave is quiet.",0,"If it is not Erin, then it will be poor. "
the crocodile is thin or the bear is not dull.,1,"If it is not thin, then it will be not the crocodile."
"If Bob is high, then Erin is not cute.",0,"If it is not Bob, then it will be high. "
"If Bob is high, then Erin is not cute.",0,
the crocodile is not high and Charlie is not bad.,0,"If it is not high, then it will be the crocodile. "
"If Charlie is dull, then Anne is not sad.",1,"If it is not dull, then it will be not Charlie."
"If Charlie is dull, then Anne is not sad.",1,"If it is not dull, then it will be not Charlie."
"If Erin is thin, then the tiger is not angry.",1,"If it is not thin, then it will be not Erin."
"If Erin is thin, then the tiger is not angry.",1,"If it is not thin, then it will be not Erin."
the rabbit is high and the dinosaur is tiny.,0,
the bear is boring or Gary is not huge.,0,"If it is boring, then it will be the bear. "
"If Harry is slow, then Fiona is not boring.",1,"If it is not slow, then it will be not Harry."
"If Harry is slow, then Fiona is not boring.",1,"If it is not slow, then it will be not Harry."
"If the wolf is thin, then Fiona is funny.",1,"If it is not thin, then it will be not the wolf."
"If the wolf is thin, then Fiona is funny.",1,"If it is not thin, then it will be not the wolf."
"If the wolf is big, then the dog is not reckless.",0,"If it is not the wolf, then it will be big. "
"If Gary is not bad, then the wolf is dull.",1,"If it is bad, then it will be not Gary."
"If Gary is not bad, then the wolf is dull.",1,"If it is bad, then it will be not Gary."
the rabbit is sad or the squirrel is not awful.,0,"If it is sad, then it will be the rabbit. "
"If the bald eagle is tired, then Gary is strong.",1,"If it is not tired, then it will be not the bald eagle."
